CHEM_COMP_ID,Total Molweight,cLogP,H-Acceptors,H-Donors,Druglikeness,Rings
Y7N,422.479,1.4923,7,3,-8.1835,4
Y70,273.247,-0.5679,7,2,4.2847,3
Y6W,512.403,-5.6401,15,8,-36.469,3
Y6M,165.191,0.9809,3,3,-0.56898,2
Y69,302.453,3.6503,4,0,-26.75,0
Y5P,294.199,-5.3463,9,4,-19.853,2
Y5H,464.008,-0.5783,7,0,5.6093,5
Y52,401.506,3.5681,5,0,-1.3497,3
Y4L,234.706,1.172,4,1,2.4706,1
Y46,372.404,1.0631,8,3,-0.49374,3
Y3M,,,,,,
Y3M,474.54,3.2117,8,3,-2.6473,6
Y3J,287.225,-1.0451,8,3,-3.5416,3
Y3A,447.917,1.3127,8,4,-11.2,2
Y39,212.332,3.9235,2,1,-18.931,1
Y38,480.583,3.6332,7,2,3.8216,3
Y30,582.482,4.6354,8,3,6.2653,4
Y30,,,,,,
Y3,361.35,-2.2466,9,4,-0.4155,2
Y2F,386.513,2.5022,5,3,4.3944,3
Y2B,384.497,2.5688,5,3,0.9923,4
Y28,343.334,0.6576,7,3,-12.371,2
Y27,247.341,1.0106,4,2,1.5482,2
Y22,415.292,3.7494,5,2,-7.4199,3
Y1Z,535.027,2.9241,9,1,5.4192,6
Y1N,404.465,5.4399,6,1,-7.18,3
Y19,332.312,-4.0897,11,7,6.7208,1
Y16,318.368,-1.5598,8,5,2.8932,0
Y15,456.585,2.1717,8,2,-4.6261,3
Y14,467.612,1.9814,8,2,-2.845,4
Y13,299.325,2.2387,5,4,0.26453,2
Y12,367.4,3.2492,6,1,0.17984,2
Y11,405.541,0.9053,8,2,0.11192,3
Y10,377.479,1.6861,6,4,1.5799,2
Y0X,904.886,-0.9912,22,8,-7.3075,6
Y0V,454.981,1.8581,4,2,0.82882,2
Y0R,320.396,1.5603,6,1,-2.2648,3
Y09,337.267,-1.4356,7,3,-9.4204,2
Y08,426.552,0.7786,8,4,3.2888,2
Y07,409.683,0.0887,6,3,-16.642,2
Y06,341.686,-0.7596,6,3,-9.4519,2
Y04,341.686,-0.7596,6,3,-9.4519,2
Y03,376.131,-0.1536,6,3,-9.4519,2
Y02,423.548,2.1647,7,4,0.26409,1
Y01,486.734,7.2996,4,1,-4.0108,4
Y00,301.385,3.0709,4,4,4.1054,2
Y,451.375,-3.1993,12,5,-18.167,4
XZZ,210.616,1.8359,3,1,-7.0116,2
XZN,530.454,4.5762,8,1,4.1635,4
XZB,483.534,2.6074,6,1,-5.0596,4
XZ8,255.276,0.0528,5,2,4.5876,3
XZ2,414.84,1.4753,7,2,1.6867,3
XYZ,150.129,-2.1107,5,4,-2.9788,1
XYY,436.919,2.2644,8,1,0.85833,3
XYW,684.767,4.5328,11,2,-3.2643,6
XYS,150.129,-2.0188,5,4,-5.0602,1
XYQ,601.354,-7.4421,20,7,-30.815,4
XYP,150.129,-2.0188,5,4,-5.0602,1
XYN,178.164,-1.5278,5,2,-7.0329,0
XYM,178.164,-0.933,5,3,0.53642,0
XYL,152.145,-2.5784,5,5,-0.73911,0
XYH,194.119,-5.868,8,5,2.6763,0
XYG,287.274,-0.9306,7,3,-1.2353,2
XYF,167.112,-3.7442,5,3,-1.6055,1
XYD,121.182,1.6701,1,1,-2,1
XYA,267.244,-1.7396,9,4,-0.90819,3
XY3,568.598,2.688,9,3,-1.2799,4
XY2,293.282,0.3416,9,0,0.15269,2
XY1,285.302,0.7094,6,3,-5.9782,2
XXZ,367.427,1.0401,6,3,2.6063,4
XXY,294.29,-6.0098,9,4,-5.3002,2
XXY,,,,,,
XXX,322.36,-5.6368,10,8,3.5999,2
XXR,164.156,-1.6941,5,4,0.38132,1
XXP,187.107,-1.7316,7,2,-11.612,0
XXM,150.129,-2.1374,5,4,0.040426,1
XXL,235.238,0.8444,5,0,-2.5993,2
XXK,363.376,1.9098,8,2,1.089,5
XXJ,514.508,1.096,9,3,-10.72,4
XXH,151.121,0.6713,4,0,-9.491,1
XXG,206.174,-2.5805,6,3,0.93664,1
XXD,120.147,-0.5348,3,3,-10.505,0
XXC,206.284,3.4148,2,1,-12.715,1
XXB,168.195,0.4258,4,1,3.5227,1
XXA,213.276,-0.8187,4,3,-2.1322,0
XX9,471.426,6.8192,4,1,0.47469,3
XX8,229.282,1.2225,4,2,-1.9642,2
XX7,341.406,1.7565,5,4,1.7791,3
XX6,341.406,1.7565,5,4,1.7791,3
XX5,428.315,0.5005,7,3,-1.046,2
XX4,418.539,2.7089,6,1,-0.13435,4
XX3,187.107,-1.373,7,2,-3.0575,1
XX2,155.109,-1.1642,5,1,-3.6093,1
XX2,154.101,-1.1642,5,1,-3.6093,1
XX1,,,,,,
XX1,264.288,-2.3919,8,4,-15.824,2
XWW,400.421,0.7039,11,2,2.86,4
XWG,520.072,-0.5255,8,1,6.5497,6
XW1,203.237,-1.6156,5,2,-39.62,0
XVE,331.798,3.1141,4,1,-11,2
XV6,758.922,6.8511,11,4,5.0515,7
XV1,253.275,3.5466,2,1,-3.2364,3
XUL,150.129,-2.6096,5,4,1.085,0
XUG,440.21,-5.219,12,5,-20.983,3
XUA,424.211,-4.4023,11,4,-20.556,3
XU5,514.044,1.7561,7,2,7.0201,5
XU3,540.491,2.0895,7,2,8.4899,5
XU2,406.444,4.4676,6,3,0.74763,5
XU1,196.209,1.7897,3,1,0.74763,3
XTZ,432.488,-0.678,11,5,7.0592,4
XTY,372.269,-3.4394,10,5,-18.198,3
XTS,284.227,-2.315,10,5,2.055,3
XTR,332.248,-3.8211,9,4,-13.598,2
XTN,179.139,-2.1631,7,3,3.5928,2
XTL,332.248,-3.8211,9,4,-13.598,2
XTK,301.389,1.8746,5,3,4.6589,2
XTH,336.236,-4.1527,10,4,-14.282,2
XTG,449.432,-1.8221,12,6,-8.5829,3
XTF,350.238,-3.9721,9,4,-15.567,2
XTC,459.41,-3.0338,12,5,-0.44173,4
XT2,805.011,3.6988,13,5,-4.9408,7
XT1,819.038,3.9681,13,5,-3.0608,7
XSP,184.04,-5.2493,7,3,-22.308,0
XSN,132.119,-4.2108,5,3,-2.6034,0
XS6,203.285,-0.4327,5,4,-11.616,0
XS2,756.882,-2.5669,17,11,-5.9828,5
XRX,188.27,0.6378,4,0,1.6318,0
XRS,197.281,0.7656,4,0,5.0183,1
XRO,299.285,0.6932,7,3,-7.2154,2
XRJ,274.359,-0.4248,6,4,-0.71814,1
XRG,130.15,-1.2297,5,4,2.7819,0
XRA,383.407,1.7845,9,1,6.6167,4
XR2,590.73,-3.0644,10,6,0.90366,6
XR1,558.108,4.715,8,1,10.102,6
XQO,274.359,-0.4248,6,4,-0.71814,1
XQK,207.188,0.1156,6,1,1.4103,2
XQK,,,,,,
XQI,182.174,0.8793,4,2,-6.8927,1
XQG,166.208,0.5535,4,1,0.19583,2
XQC,317.384,1.927,5,5,6.3357,2
XQ9,355.501,1.5785,6,2,6.0747,5
XQ0,148.165,0.9223,3,2,1.053,2
XQ0,,,,,,
XPY,422.414,-0.0214,9,3,-13.881,4
XPX,1135.32,4.0657,23,12,-60.024,3
XPT,196.785,3.2727,0,0,-5.4461,0
XPR,265.285,-4.0946,7,3,-1.655,2
XPP,663.738,-1.2021,17,6,6.9192,4
XPO,126.004,-3.9137,5,2,-20.945,0
XPM,300.437,5.0045,4,2,-23.462,0
XPL,272.348,-7.0634,7,5,-13.481,1
XPH,201.161,-4.422,4,3,-12.191,1
XPG,354.485,4.045,5,3,-16.472,1
XPF,392.499,3.1815,6,1,-1.9911,3
XPE,458.542,-1.7087,11,2,-20.348,0
XPC,130.146,-5.6446,4,3,1.4686,1
XPB,494.4,-3.1344,14,4,-22.172,4
XPA,479.568,2.3046,8,1,-54.18,0
XP9,371.389,-1.5537,8,4,-41.339,0
XP8,357.363,-2.0081,8,4,-41.339,0
XP5,482.572,-0.9725,9,1,-54.39,0
XP4,591.783,5.9398,8,1,-54.18,0
XP1,165.191,1.0411,3,1,0.17776,1
XP0,,,,,,
XP0,303.368,3.1373,5,2,-1.3007,4
XOP,281.291,-0.7175,4,1,-22.98,4
XOP,265.292,1.3775,3,1,-10.289,4
XOJ,509.653,4.1281,10,3,5.8364,3
XOG,166.219,2.134,2,0,-8.4617,0
XO3,258.32,1.3713,4,2,0.53923,3
XNZ,517.023,5.5444,6,2,1.9474,5
XNW,310.301,-0.5498,7,4,0.92477,2
XNV,525.56,0.0383,12,3,-9.9801,3
XNS,350.406,0.5458,8,4,-27.729,1
XNN,434.57,2.915,8,3,3.8752,6
XNM,437.93,3.6158,7,2,8.3827,4
XNL,294.397,3.1805,3,1,-0.7575,4
XNI,501.024,5.8901,5,1,1.9056,5
XND,445.345,4.8023,5,2,2.0214,4
XNC,613.708,5.1586,8,2,-6.9518,6
XNB,422.559,2.9494,8,3,4.6105,5
XNA,390.493,2.8161,8,3,4.4819,5
XN3,656.821,3.958,10,4,5.9363,6
XN2,670.848,4.3855,10,4,6.5267,6
XN1,627.827,3.2732,9,4,6.5806,5
XMS,315.759,2.8781,5,1,-3.0978,3
XMQ,474.455,2.6146,7,1,7.8638,3
XMP,365.214,-5.9181,13,7,-18.707,3
XMM,408.631,0.6952,7,5,-5.48,3
XMM,,,,,,
XMK,461.028,3.1338,6,0,7.4365,4
XMJ,475.011,2.5676,7,0,7.196,4
XMI,499.033,3.2361,7,0,6.8108,5
XMH,557.113,3.6849,8,0,2.8209,5
XMG,529.059,1.7538,8,1,6.262,5
XMF,529.059,2.6409,8,1,5.1732,5
XME,542.058,3.05,9,1,8.5893,5
XMD,571.096,3.1187,9,0,3.493,5
XMC,612.149,2.4737,10,0,6.9819,6
XMB,620.193,1.795,10,2,5.1469,5
XMA,557.069,2.474,9,0,7.9448,6
XM5,233.222,1.4625,5,0,1.2003,3
XM1,,,,,,
XM1,398.897,2.0013,7,2,7.4955,4
XM0,133.193,1.2245,1,1,-1.1983,2
XLX,274.272,-1.136,8,4,-3.4583,0
XLS,150.129,-2.7907,5,4,-2.8744,0
XLM,326.297,-3.428,10,6,-7.4582,2
XLI,544.799,2.7162,9,5,-0.98568,0
XLF,150.129,-2.1711,5,4,-3.5607,1
XLD,568.868,4.3988,9,2,6.2756,4
XLC,537.898,5.3405,6,2,9.8791,4
XL3,76.1625,1.3644,0,0,-6.7397,0
XL2,358.44,3.0901,5,2,3.3714,3
XL1,62.1356,0.91,0,0,-4.6329,0
XKL,385.331,1.5018,10,3,0.025139,3
XK9,395.378,1.4593,11,6,-0.28762,3
XK9,,,,,,
XK3,331.439,3.0489,5,2,-0.28655,3
XK2,606.764,7.6943,5,2,3.4174,7
XK0,236.338,1.6316,3,1,1.1545,2
XJX,409.528,2.3502,6,2,8.2758,4
XJS,1044.88,-8.7133,28,9,-27.068,2
XJO,457.609,4.5587,6,0,5.5168,1
XJH,361.444,3.3298,5,2,1.2633,4
XJG,311.38,2.9246,4,1,2.8421,3
XJ8,507.549,2.2968,9,5,3.4896,5
XJ1,338.41,-0.2003,6,3,-0.98473,3
XJ0,165.152,-0.3971,5,2,0.34327,1
XIZ,149.149,0.473,3,1,0.34271,1
XIY,148.165,0.5514,3,2,0.16298,2
XIY,,,,,,
XIX,,,,,,
XIX,99.0967,-1.1861,5,3,1.2086,1
XIN,539.634,2.461,9,2,7.9531,5
XIM,170.167,-1.0329,5,3,3.5558,2
XIL,263.245,-2.761,8,5,-3.1898,2
XIH,393.45,0.9673,9,1,-0.19327,4
XIG,579.603,5.2737,9,3,0.24496,5
XIF,117.147,-0.9597,3,3,3.1893,1
XI7,192.17,0.1103,4,1,-15.187,1
XI2,,,,,,
XI2,383.378,0.997,8,2,-0.35586,3
XHP,177.167,-2.1176,6,2,1.286,2
XH2,218.204,-1.7901,6,5,-0.87974,1
XGU,361.25,-4.7764,12,5,-17.462,3
XGR,357.262,-4.3862,11,5,-16.733,3
XGP,260.134,-5.8646,9,6,-22.924,1
XGL,357.262,-4.3862,11,5,-16.733,3
XGA,397.283,-4.0844,12,5,-17.377,4
XG4,506.197,-10.034,18,8,-20.359,3
XG1,240.309,2.1937,4,1,1.4737,3
XFW,147.177,-7.9659,5,4,-13.837,0
XFN,361.491,3.5273,5,3,-3.0444,3
XFM,347.465,3.3117,5,2,-3.0444,3
XFL,347.465,3.3117,5,2,-3.0444,3
XFK,347.465,3.2037,5,2,-3.0444,3
XFJ,347.465,3.2037,5,2,-3.0444,3
XFI,606.785,3.4113,9,4,2.7892,4
XFH,346.476,4.2046,4,2,-3.0444,3
XFE,217.275,0.3551,5,2,3.4492,3
XFE,,,,,,
XFA,556.492,1.4298,8,2,6.2417,4
XF5,201.272,1.2245,3,2,2.8408,3
XF5,,,,,,
XEZ,251.252,-1.0202,7,2,4.5866,4
XEZ,,,,,,
XEN,182.266,0.8111,3,1,1.7805,1
XEG,442.375,2.4,10,7,-0.32874,4
XED,361.372,-0.3426,7,1,5.7723,4
XEB,327.814,2.9602,4,2,0.10805,3
XE4,394.553,5.0107,3,3,-10.642,3
XDT,133.146,-3.1306,4,2,-11.254,0
XDS,214.137,-2.0986,9,3,3.8948,2
XDR,535.598,6.6327,8,1,-9.9386,8
XDP,328.102,-9.1918,12,8,-22.294,0
XDN,133.146,-1.8118,4,4,2.3315,1
XDL,115.131,-0.6738,3,2,-1.1117,1
XDK,172.191,0.5379,4,1,-1.805,2
XDI,543.874,5.7663,2,2,-5.0342,2
XDH,366.07,5.2895,2,2,-3.0759,2
XDE,183.206,-0.3154,4,4,2.574,1
XDA,469.429,-2.556,11,4,-33.735,2
XD9,270.304,0.668,5,4,-0.34477,2
XD6,366.796,3.4732,6,2,-11.447,1
XD2,464.526,-2.68,11,4,2.6449,3
XD1,218.276,-4.5068,5,3,1.6156,1
XCZ,173.196,-0.4996,5,1,-0.28353,1
XCY,426.365,-6.4376,11,5,-19.316,3
XCX,438.566,6.0933,6,1,-14.729,3
XCT,321.225,-5.1433,10,4,-20.742,2
XCS,371.285,-3.9898,10,5,-19.152,3
XCR,317.237,-4.8117,9,4,-20.154,2
XCP,129.158,-2.2737,3,2,-6.3037,1
XCN,146.17,-3.1109,4,2,-10.296,0
XCL,317.237,-4.8117,9,4,-20.154,2
XCG,,,,,,
XCG,184.198,2.0054,3,1,0.35306,3
XCF,354.409,2.1854,7,2,0.70881,4
XCA,414.627,5.9831,3,2,-2.0145,4
XC2,476.595,2.3328,6,1,5.2106,6
XBZ,120.194,2.6913,0,0,-2.4599,1
XBV,519.91,1.9215,8,2,1.128,4
XBT,143.253,1.1968,1,0,1.7937,1
XBR,354.836,2.8638,4,2,3.178,4
XBP,310.087,-9.0972,11,6,-20.816,0
XBL,315.379,2.1651,5,0,4.6828,5
XBK,649.731,-0.2052,13,7,-0.63738,2
XBJ,442.489,2.6585,8,4,-0.94044,4
XBG,155.196,-1.9697,3,2,-3.9615,2
XBB,98.1484,-0.3894,2,1,0.53778,1
XAZ,162.195,0.0322,4,1,1.5865,2
XAX,554.352,-6.2218,13,7,-15.118,4
XAV,312.314,3.4289,3,1,-8.4926,3
XAT,600.881,9.8516,4,2,1.1925,6
XAR,341.263,-3.5695,10,4,-16.074,3
XAP,90.1254,-1.265,3,2,-2.4185,0
XAO,243.389,1.8028,3,3,-4.1361,1
XAN,152.113,-0.9224,6,3,3.5111,2
XAN,,,,,,
XAM,939.88,2.7606,18,6,6.5056,6
XAM,,,,,,
XAL,341.263,-3.5695,10,4,-16.074,3
XAH,490.412,-7.8494,16,7,-37.612,3
XAE,381.284,-3.2677,11,4,-18.802,4
XAD,345.251,-3.9597,11,4,-16.837,3
XAC,,,,,,
XAC,428.491,1.1487,10,3,2.7581,3
XAA,158.224,-0.7861,3,2,-1.5995,1
XA7,354.684,5.8222,1,0,-12.676,0
XA2,434.146,0.7169,7,5,-7.7072,2
XA1,399.701,0.1109,7,5,-7.7072,2
XA0,359.69,1.7988,6,2,-5.8852,2
X9X,182.171,-3.1458,6,6,-0.1995,0
X9Q,275.307,-2.1373,6,2,-0.93856,2
X9I,315.284,0.3755,8,3,-4.659,2
X9G,437.934,3.3989,8,2,6.9996,5
X9F,,,,,,
X9F,380.431,2.0906,8,3,-2.1988,4
X99,405.4,1.788,7,0,-1.595,4
X98,444.533,2.6984,7,0,7.6245,5
X97,488.586,3.033,8,1,7.6003,5
X96,300.317,-1.8315,7,3,-4.778,2
X95,,,,,,
X95,494.59,-1.6821,9,6,-10.835,3
X94,340.418,-0.8614,7,3,-4.5079,2
X93,402.489,0.1261,7,3,-2.9193,3
X92,388.462,-0.2159,7,3,-0.58927,3
X8Z,217.288,0.366,4,1,-0.95684,1
X8W,272.255,1.921,5,4,0.13358,2
X8U,552.721,9.5322,6,2,-0.73333,6
X8M,332.462,-0.4063,4,1,1.8233,4
X8I,291.309,2.6708,5,2,3.4048,4
X8G,424.895,2.3054,9,2,5.7794,5
X8E,276.298,2.0156,5,1,3.3835,4
X8D,199.212,1.3573,4,1,3.3835,3
X8A,317.212,-0.6346,7,5,-1.463,1
X89,416.134,4.8504,3,0,4.7237,3
X88,273.251,-1.0574,8,2,-4.6375,2
X87,344.374,-2.6541,9,4,-7.2551,2
X86,359.385,-0.1016,9,3,-4.534,2
X85,414.464,-1.2668,10,3,-2.238,3
X84,345.358,-0.5295,9,4,-6.1739,2
X81,701.983,9.3228,8,1,-57.97,0
X7O,144.173,-4.8183,4,3,3.1391,1
X7G,390.45,1.602,9,2,6.5958,5
X7E,376.426,2.9916,4,3,1.7632,3
X7A,303.185,-1.3218,7,5,-8.1164,1
X76,227.266,0.8111,4,2,0.52645,2
X75,341.153,1.1989,7,2,-4.5452,2
X73,306.708,0.5929,7,2,-4.5452,2
X72,307.696,-0.0668,8,2,-4.5452,2
X6X,179.171,-3.0186,6,5,0.12186,1
X6W,201.272,0.8825,3,1,4.3505,2
X6L,377.427,2.1308,7,3,3.7055,4
X6L,,,,,,
X6K,348.361,2.5871,7,1,1.1336,5
X6G,364.452,2.9106,7,2,5.4112,4
X6D,581.944,4.3038,7,1,3.24,6
X6D,,,,,,
X6C,329.355,0.6028,7,2,7.2332,3
X6B,407.449,2.5839,8,4,2.4695,3
X6A,322.711,-0.3746,9,3,-4.5452,2
X69,302.289,-0.1805,8,2,-4.5312,2
X67,221.195,0.7552,6,3,-3.1057,2
X66,219.203,0.3087,7,4,-1.7657,2
X65,350.354,-0.3456,9,3,-3.1575,2
X64,419.441,1.3736,10,3,-2.7018,3
X63,347.334,-1.854,11,5,-4.4922,2
X62,342.141,0.7813,8,2,-4.5452,2
X5S,742.855,-2.9948,17,12,-3.568,5
X5G,476.623,4.2935,8,2,4.0372,5
X55,394.288,2.9853,4,1,2.2113,3
X4Z,488.618,1.6353,9,1,2.0537,5
X4S,594.674,-2.7508,14,10,-3.568,4
X4G,455.532,3.7251,8,3,2.365,4
X4D,353.428,3.1043,5,0,3.4125,5
X4C,367.455,3.824,5,0,0.81484,5
X4B,306.708,0.4955,7,2,-4.5452,2
X4A,230.108,-4.9133,8,5,-18.85,1
X48,187.197,1.0009,3,1,1.5296,2
X46,325.391,3.6316,5,2,2.3918,3
X45,386.454,2.3642,6,1,3.9876,4
X44,453.523,1.2296,10,4,5.0757,3
X43,419.441,1.3736,10,3,-1.8869,3
X42,392.434,2.5664,7,3,0.546,3
X41,589.768,5.6876,8,1,-57.97,0
X40,375.432,1.4647,8,3,5.3729,3
X3X,246.151,-4.3355,8,5,-32.845,0
X3J,234.207,-4.821,8,5,1.7227,0
X3H,326.475,3.5741,4,1,-3.3116,1
X3G,489.57,3.944,9,2,2.3891,4
X3A,296.353,2.7007,5,2,2.3476,3
X39,384.87,1.3527,7,3,7.3716,4
X39,,,,,,
X37,364.515,0.5042,5,2,0.9187,4
X36,295.365,3.7016,4,2,2.3476,3
X35,260.32,1.4925,5,2,0.19832,2
X32,505.506,0.5167,10,5,-27.436,2
X2X,132.115,-1.0845,4,2,0.31,0
X2W,269.145,-4.4674,9,4,-35.052,0
X2P,501.94,1.6408,8,2,2.6875,7
X2O,343.49,1.6191,3,2,-4.5793,2
X2N,700.788,4.2308,12,1,5.895,7
X2M,,,,,,
X2M,238.289,1.784,3,2,3.5234,3
X2L,266.299,1.5184,4,2,2.6845,3
X2K,,,,,,
X2K,253.304,1.1067,4,3,3.5158,3
X2F,152.12,-1.3177,4,3,-5.243,1
X2E,386.513,2.5022,5,3,4.3944,3
X2D,400.952,3.074,5,3,2.4025,4
X2C,380.534,2.8119,5,3,2.3323,4
X2A,871.045,4.842,14,6,5.1767,9
X29,340.564,2.4946,5,2,-3.4317,3
X25,389.454,4.3593,6,1,2.6019,5
X24,502.657,4.6223,7,3,-48.889,4
X23,491.634,1.0312,8,4,3.3034,4
X22,492.618,1.429,8,4,0.26048,4
X21,503.992,4.6355,9,1,-28.502,5
X20,481.939,4.8987,9,1,-30.464,4
X1X,194.138,-2.9704,7,5,-1.2853,1
X1S,154.142,-2.145,5,2,-9.0122,0
X1R,180.223,-0.2168,4,1,-4.5483,0
X1P,230.108,-5.2626,8,5,-23.19,1
X1N,339.378,1.6248,7,0,-4.5474,4
X1H,376.431,4.7655,4,2,1.573,4
X1E,216.26,-2.0394,5,2,4.8555,3
X19,,,,,,
X19,249.357,2.219,4,2,1.9476,2
X17,367.491,2.7256,5,1,4.3433,6
X16,415.473,0.6295,9,4,-6.154,3
X15,266.035,-8.2808,10,5,-20.631,0
X14,404.533,2.4011,7,3,3.9377,3
X14,,,,,,
X13,352.626,1.6364,3,0,-9.9162,0
X12,2141.46,-16.441,56,40,-7.8071,4
X12,,,,,,
X11,203.204,0.6544,6,3,-1.7657,2
X0X,194.138,-2.9704,7,5,-1.2853,1
X0W,209.268,1.8707,3,0,0.46766,2
X0V,176.141,1.1533,2,2,-8.995,1
X0U,208.241,1.7635,4,1,-7.575,3
X0T,254.245,-1.4165,8,2,4.4457,2
X0R,615.493,6.2448,6,2,-7.9592,3
X0Q,331.379,1.052,7,1,-5.1503,3
X0P,498.577,2.9832,7,2,4.4038,4
X0J,778.996,3.9964,11,2,1.0432,6
X0D,502.58,5.2051,6,2,-6.2495,2
X0B,583.735,5.9327,8,3,-1.4071,6
X0A,313.747,3.4681,6,3,-0.83417,3
X09,188.226,-2.371,5,4,2.7613,2
X07,272.263,-0.1105,7,2,-4.6375,2
X06,237.65,1.2604,6,3,-1.6052,2
X05,188.226,-2.2791,5,4,4.6135,2
X04,262.157,-3.6932,8,4,-22.46,1
X03,250.345,1.1034,5,3,-4.0908,2
X03,,,,,,
X02,259.332,2.4934,4,2,0.19832,2
X01,213.2,0.7978,6,2,-6.0457,2
X00,811.274,9.6824,7,2,-56.916,6
X,676.506,-7.5868,19,6,-19.935,8
WZV,435.405,1.9178,8,2,-2.9224,3
WZC,381.491,3.1851,6,2,-0.81249,4
WZB,458.598,3.3919,8,2,-0.60185,4
WZA,381.491,3.1839,6,2,1.5072,4
WZ5,883.797,-9.5309,27,16,-10.827,5
WZ4,899.864,-8.5209,26,16,-8.2171,5
WZ3,534.53,-5.0076,15,9,-11.282,3
WZ2,534.53,-4.876,15,10,-5.762,3
WZ1,372.39,-3.0389,10,7,-4.2321,2
WYQ,477.54,2.0789,11,2,-6.2584,3
WYF,378.383,2.6476,7,3,3.7054,5
WYE,406.441,1.8598,8,2,7.2626,5
WY4,307.329,-1.0802,7,1,0.95823,3
WY3,261.276,0.4924,5,1,0.086667,3
WY2,363.417,0.6165,7,2,1.3996,4
WY1,323.803,3.3094,5,2,0.1007,2
WXV,417.493,0.4215,10,2,8.8996,4
WX5,579.12,0.9192,11,6,3.1311,3
WWZ,309.32,1.6658,6,3,2.0385,2
WWX,530.543,1.0219,8,4,-8.2153,3
WWV,333.411,2.752,6,3,3.7378,2
WWO,424.419,0.3634,7,3,-3.0733,2
WWL,303.382,1.3226,5,1,-7.6721,2
WWF,511.451,-8.3042,12,5,-26.941,2
WW8,629.634,6.1345,7,1,9.5411,6
WW7,340.874,3.4848,4,2,-10.958,2
WW3,282.367,2.3182,6,1,-9.0101,2
WW2,180.158,1.927,2,0,-17.876,1
WVL,157.212,-1.0554,3,2,-10.777,0
WVI,179.246,1.3079,3,2,4.1657,2
WVI,,,,,,
WVH,598.627,4.3065,8,3,6.6179,6
WVH,,,,,,
WV7,245.199,1.5736,3,1,-24.006,2
WUN,303.741,-0.5666,6,4,-0.061492,2
WUL,364.198,1.2522,6,2,4.1966,4
WUB,228.25,0.4612,4,2,-1.2318,3
WTZ,134.13,-1.0533,4,3,1.7275,0
WTJ,348.426,1.1329,7,2,-1.8028,3
WTI,353.401,2.7408,6,2,-5.9919,4
WTC,294.357,2.1464,5,1,3.64,4
WT4,395.5,-3.4818,9,5,-27.68,0
WT2,187.198,-4.5366,6,4,-13.34,0
WST,282.338,4.0493,3,2,-3.4166,4
WSK,426.151,3.5812,3,1,2.9067,3
WSH,423.475,3.4198,7,1,-10.908,5
WSD,235.246,-1.314,7,3,4.5078,2
WSA,532.537,-1.4269,15,6,-7.2934,5
WSA,,,,,,
WS7,233.274,-0.3246,6,3,-0.98302,3
WS6,247.257,-1.033,7,3,0.65037,3
WS3,540.48,-4.4163,16,8,-7.8185,4
WS2,540.48,-4.4163,16,8,-7.8185,4
WS1,540.48,-4.4163,16,8,-7.8185,4
WRS,310.348,3.3118,4,2,-2.5809,3
WRR,310.348,3.3118,4,2,-2.5809,3
WRP,306.361,-2.1477,6,4,-4.081,2
WRO,328.245,1.5364,6,3,-7.1654,2
WRG,434.495,-0.0141,11,6,-0.40502,1
WRB,370.25,1.0959,7,2,-1.3412,2
WRA,394.689,2.1887,7,2,0.55005,2
WR7,438.658,0.7705,11,2,-11.648,2
WR2,455.578,0.3755,10,5,-1.9558,1
WR1,398.457,1.8555,7,3,-11.878,2
WQS,209.176,0.7268,4,2,1.1492,2
WQQ,526.012,2.6576,8,1,5.9952,4
WQP,391.265,-7.4092,13,9,-19.7,0
WPP,517.561,-0.1744,12,3,12.176,5
WPL,205.209,-4.2646,6,5,0.57077,1
WPI,568.752,6.041,8,0,-2.1982,3
WPH,536.634,5.1989,9,3,5.4107,5
WPF,355.911,4.1038,3,0,5.9697,3
WPE,393.873,3.7282,5,1,4.6713,4
WPC,568.38,4.1565,8,0,-0.82291,12
WPC,,,,,,
WPA,195.217,-2.1914,4,2,-5.9192,1
WP7,462.979,4.0731,6,0,7.9367,5
WP6,346.86,5.0238,2,0,2.5522,4
WP5,373.249,3.2828,4,0,-3.1406,3
WOW,403.933,3.5373,5,0,-0.19351,3
WOS,298.389,1.6002,5,1,-0.12861,3
WOP,475.5,2.465,9,3,4.6091,4
WOO,180.155,-2.6208,6,5,-3.7768,1
WOE,235.673,2.1722,4,1,-1.4808,2
WOC,146.141,0.1175,4,2,-5.1147,0
WN6,285.279,-1.8416,5,3,-19.965,1
WMR,290.434,3.5599,4,2,-4.1613,3
WMP,568.266,-3.2629,14,4,-21.803,7
WMJ,405.366,-0.7244,12,4,-0.24071,3
WM9,300.788,3.1481,3,1,0.16484,3
WM4,136.154,-0.0172,3,2,-5.7809,1
WM3,172.208,-0.9417,4,2,-9.4444,1
WM2,127.186,0.6472,2,1,-3.1581,1
WM1,122.127,-0.2,3,1,-0.67966,1
WLU,161.2,-2.1035,4,3,-6.3083,0
WLM,495.023,3.8117,8,2,7.41,3
WLL,315.352,0.7885,6,2,5.4115,3
WLH,248.329,0.6639,5,1,4.311,3
WL3,244.22,2.3755,3,1,-2.5133,2
WJZ,163.196,-0.8762,4,2,-6.4278,0
WJ2,184.621,1.7785,2,1,-4.317,1
WJ1,184.621,1.7785,2,1,-4.317,1
WIN,548.583,0.6241,11,3,-8.1169,6
WIA,208.233,-1.6242,5,3,-3.1,1
WI4,271.71,3.3008,5,1,0.56642,3
WI2,328.371,1.1895,7,2,2.9265,3
WHW,292.417,4.7347,3,1,-15.609,1
