CHEM_COMP_ID,Total Molweight,cLogP,H-Acceptors,H-Donors,Druglikeness,Rings
C72,386.906,3.3359,5,3,2.715,4
C71,512.694,0.7674,9,3,-7.329,3
C70,387.894,2.561,6,3,2.715,4
C6W,301.322,-4.3429,5,0,-38.049,1
C6T,479.211,-8.5842,15,7,-22.825,2
C6Q,653.894,5.6883,10,7,-24.59,2
C6P,352.303,-5.7428,9,5,-21.537,1
C6N,1001.16,-0.6627,22,14,-15.81,6
C6L,217.264,0.4892,5,3,-21.822,0
C6G,405.259,-4.8722,14,5,-18.289,3
C6C,235.371,-0.449,3,2,-10.471,1
C6B,323.197,-6.3374,11,5,-23.096,2
C6A,500.628,5.0213,5,3,-2.1561,4
C69,394.288,3.3381,4,0,1.0026,3
C66,340.383,-6.8323,10,4,-11.09,1
C64,413.298,3.3982,5,1,2.6315,4
C63,394.53,4.1403,5,1,-44.22,0
C62,350.374,1.1923,7,2,5.5807,3
C61,480.687,4.0278,7,3,0.962,1
C60,730.024,4.6229,11,5,-10.708,3
C5X,234.247,-1.0663,6,3,-11.172,2
C5Q,295.293,3.1114,5,2,0.0066702,4
C5Q,,,,,,
C5P,323.197,-6.3374,11,5,-24.391,2
C5M,517.088,4.4379,6,3,4.1814,3
C5L,395.304,-5.5618,12,4,-22.234,2
C5I,309.332,0.6742,8,1,-7.471,4
C5I,,,,,,
C5G,565.317,-9.6204,19,9,-38.18,3
C5E,190.245,0.3843,3,1,3.1571,3
C5D,482.503,6.0705,3,3,-25.16,2
C5C,221.344,-0.791,3,2,-7.9122,1
C5B,173.167,-3.252,5,3,-7.2942,1
C5A,173.167,-3.252,5,3,-7.2942,1
C58,415.564,3.8943,5,2,-2.4265,5
C57,350.417,-0.1078,8,1,2.309,2
C56,350.417,-0.1078,8,1,2.309,2
C54,112.128,0.4276,2,1,-4.7945,1
C53,205.241,0.1435,4,2,3.2732,2
C52,396.371,3.3731,5,1,-4.355,4
C50,360.244,1.5827,7,2,0.55005,2
C4X,220.22,-1.5207,6,3,-7.5217,2
C4S,323.265,-4.0934,9,4,-18.731,2
C4R,315.202,-2.3454,3,2,-6.1677,6
C4Q,313.447,-0.2662,5,3,2.7225,2
C4P,455.577,1.764,7,2,3.8841,3
C4M,392.518,2.0623,6,3,3.6314,2
C4L,189.21,-0.4196,5,3,-12.748,0
C4H,409.573,2.6618,6,2,-11.297,2
C4F,238.289,2.7269,3,1,-0.016087,3
C4F,,,,,,
C4E,209.251,2.5114,3,2,0.20583,3
C4E,,,,,,
C4C,289.809,2.6304,3,0,5.2547,2
C4B,291.215,-2.8161,11,6,-0.057415,2
C4A,519.6,2.9204,10,3,-13.446,4
C49,371.281,-4.6838,10,5,-18.337,2
C48,410.472,0.2405,8,2,-4.2641,2
C47,489.654,3.2473,8,3,1.5823,2
C46,349.235,-5.057,11,4,-17.85,3
C45,337.224,-5.3986,11,4,-19.463,2
C44,590.786,3.43,8,4,-4.7648,5
C43,381.277,-6.002,12,4,-25.401,2
C42,306.214,-7.6099,10,4,-21.588,2
C41,551.766,3.3561,9,4,-1.92,1
C40,465.632,2.5107,8,4,3.49,1
C3Y,196.226,-3.5252,6,5,-4.6206,0
C3X,206.193,-1.9751,6,3,-10.353,2
C3S,466.724,5.5677,4,1,-2.3128,4
C3Q,567.836,6.8981,6,2,-8.5738,6
C3P,323.197,-6.3374,11,5,-23.096,2
C3O,474.723,6.4011,4,3,-4.9346,3
C3M,370.472,2.295,5,3,2.1661,3
C3F,343.342,-0.124,9,3,5.7186,3
C3D,413.559,5.5797,3,1,3.1797,5
C3B,273.244,-3.5447,9,5,-5.1028,2
C3A,557.649,3.754,10,3,-16.441,5
C39,493.686,3.1834,8,4,1.3006,1
C38,433.09,-4.6826,10,4,-17.462,2
C37,325.188,-5.284,10,4,-19.261,2
C36,357.23,-5.9975,11,5,-18.075,2
C35,784.335,1.2347,16,7,7.42,3
C34,321.225,-5.1338,10,4,-19.133,2
C33,458.724,7.1427,3,3,-7.0079,3
C32,386.094,-4.935,10,4,-23.291,2
C31,380.293,-8.1001,12,5,-20.958,2
C2Z,231.1,-2.5987,7,3,-7.887,2
C2X,,,,,,
C2X,1598.12,-14.183,50,13,-32.33,12
C2U,207.012,2.011,3,2,-1.6821,1
C2T,161.224,-2.7786,4,2,0.24286,0
C2S,339.332,-2.4061,8,3,-12.94,2
C2R,339.196,-5.7738,12,6,-18.666,2
C2P,323.197,-6.3374,11,5,-23.234,2
C2O,143.091,0,1,0,-4.7675,0
C2N,123.539,-2.7618,3,2,-6.9529,0
C2M,269.134,2.7318,4,2,-1.7086,2
C2L,395.304,-5.5618,12,4,-22.126,2
C2G,477.255,-8.4432,16,7,-33.997,2
C2F,459.461,-2.8245,13,7,-6.5502,3
C2E,690.415,-8.35,24,8,-30.339,6
C2D,484.494,2.9592,6,4,2.6657,4
C2C,162.545,0,0,0,-1,0
C2C,163.553,0,0,0,-1,0
C2B,141.601,1.2705,1,1,-1.8841,1
C2A,141.601,1.2705,1,1,-1.8841,1
C29,193.201,0.9315,4,1,3.4258,2
C28,482.497,-0.1942,8,3,-3.9633,3
C27,351.449,3.096,5,1,2.5032,3
C26,210.293,0.926,4,1,-6.0069,0
C25,323.197,-6.3374,11,5,-24.391,2
C24,499.573,2.2009,10,3,-5.621,4
C23,363.456,4.4548,4,1,0.37167,4
C22,123.539,-2.7618,3,2,-6.9529,0
C21,128.151,1.0113,2,1,2.0108,1
C20,573.776,1.4159,10,5,-2.6301,2
C1X,374.456,-2.3606,8,4,-15.062,1
C1V,360.392,3.1974,5,3,-1.0034,4
C1T,275.28,-3.8183,7,4,-3.5999,1
C1S,193.29,-1.3106,3,2,-9.4523,0
C1R,155.24,1.238,2,1,-4.955,1
C1Q,710.002,7.5059,10,7,-24.59,2
C1P,529.7,3.4869,8,2,-7.3912,3
C1O,79.545,0.3317,1,0,-4.7675,0
C1N,557.661,3.4537,9,4,-12.491,2
C1M,180.598,1.1642,4,0,0.17707,2
C1L,,,,,,
C1L,326.399,1.7327,6,1,2.773,4
C1K,245.318,-0.8464,5,5,-4.7795,2
C1I,472.627,3.4721,5,2,2.3015,8
C1H,481.486,0.0624,14,2,-7.1633,2
C1F,240.254,1.8828,5,2,-2.2168,1
C1E,252.652,1.8626,4,2,1.2607,1
C1D,457.955,-0.1734,8,5,-0.42978,3
C1C,342.349,4.6778,4,2,-1.8442,4
C1B,532.512,0.8497,13,9,2.0145,4
C1B,,,,,,
C1A,366.517,-0.2004,8,8,1.9475,1
C19,397.481,2.6513,6,2,2.4473,5
C18,329.782,2.5567,4,1,-0.62317,3
C17,314.723,2.3907,4,0,-4.9924,3
C16,262.267,2.6683,4,0,-2.9249,3
C15,336.559,0.4373,4,1,-27.05,0
C14,198.392,6.43,0,0,-20.398,0
C13,352.264,3.6101,4,3,1.3005,2
C12,304.325,-2.3648,7,3,-2.3815,2
C11,276.399,5.6643,2,0,-38.181,0
C10,422.6,3.1307,7,1,-42.505,0
C0Z,484.018,3.9825,6,1,5.6282,5
C0Y,263.336,2.5701,4,1,-0.39403,2
C0T,584.689,0.3882,11,6,-7.9055,2
C0R,346.465,2.2402,4,2,2.0354,4
C0P,403.696,3.053,6,1,2.1767,3
C0M,472.611,4.5496,6,1,0.30341,5
C0K,309.204,-1.6628,6,3,-10.958,1
C0E,254.188,2.0362,4,2,-0.24646,1
C0A,465.207,-1.285,8,4,-10.741,1
C09,242.281,1.3757,5,2,-1.9102,3
C09,,,,,,
C08,404.307,4.8619,4,1,-24.6,3
C07,322.367,2.4916,6,2,-2.4402,4
C04,453.455,-0.6664,12,4,13.189,3
C03,574.938,6.1189,8,1,-4.3018,5
C02,419.508,2.0848,7,3,-4.9932,4
C01,424.515,2.2237,6,0,-0.028344,3
C00,329.354,4.1462,4,1,1.3475,4
C,323.197,-6.3374,11,5,-24.391,2
BZZ,122.17,-0.0996,2,2,-3.6539,1
BZY,397.477,-0.2106,8,6,-0.28972,2
BZX,138.122,1.4253,3,1,-2.2026,2
BZU,383.513,0.2443,8,2,3.811,2
BZT,591.612,7.427,4,1,2.2007,6
BZS,208.212,0.9936,4,2,-0.89809,1
BZR,280.322,2.775,3,3,-0.22966,4
BZQ,182.221,2.7896,1,0,-1.1025,2
BZP,130.146,-2.5415,4,2,3.5805,1
BZO,136.15,1.1761,2,0,-2.2758,1
BZN,416.584,3.2467,5,1,-16.854,3
BZM,212.247,2.9907,2,0,-1.5588,2
BZI,118.139,1.2592,2,1,0.099953,2
BZI,,,,,,
BZH,262.268,0.5716,7,4,-4.2872,2
BZH,,,,,,
BZG,437.348,-2.5841,12,4,-18.84,4
BZF,118.135,2.1112,1,0,-2.2956,2
BZE,187.205,1.0001,5,2,-1.805,2
BZD,326.304,-1.3809,9,6,-1.5666,2
BZC,,,,,,
BZC,267.287,1.9195,5,2,0.63753,3
BZB,178.019,2.2107,2,2,-12.034,2
BZA,280.322,2.775,3,3,-0.22966,4
BZ9,473.539,5.647,8,3,0.82842,6
BZ9,,,,,,
BZ8,348.809,4.4898,5,2,-5.1752,3
BZ5,336.363,0.3592,6,4,1.3433,3
BZ3,147.176,1.629,2,1,-0.67279,2
BZ3,,,,,,
BZ2,162.144,1.6503,3,1,-1.0006,2
BZ1,383.513,0.2924,8,2,4.7695,2
BZ0,336.35,1.3765,7,3,5.4475,3
BYZ,146.975,0.2784,2,1,-2.914,1
BYZ,,,,,,
BYT,372.488,-1.6401,8,5,-26.377,2
BYS,342.346,2.7652,6,2,-1.1098,3
BYR,260.086,-1.1697,4,3,-12.835,1
BYP,458.359,3.6657,7,3,2.126,3
BYM,285.226,3.2632,5,1,-1.0291,3
BYH,340.474,3.533,4,1,2.6171,4
BYH,,,,,,
BYG,604.66,-3.0634,16,6,-35.398,2
BYE,356.734,2.4111,5,1,-1.7751,3
BYD,196.162,-0.399,6,4,-0.18735,1
BYC,871.646,-8.6939,24,9,-43.717,4
BYA,193.201,0.6828,4,2,1.3529,1
BY6,1497.67,-10.989,41,23,1.6771,6
BY6,,,,,,
BY4,162.191,-0.011,3,2,0.6005,2
BY1,207.252,0.911,3,0,-13.63,1
BXZ,322.114,2.8251,5,3,-1.1272,3
BXY,150.129,-2.1107,5,4,-2.9788,1
BXX,150.129,-2.1107,5,4,-2.9788,1
BXW,209.225,-0.3713,4,2,1.2927,2
BXR,223.666,0.5992,5,1,-0.64157,2
BXQ,546.624,3.2626,6,4,-14.976,3
BXP,282.244,-3.2539,9,6,-4.6753,2
BXO,87.1215,1.3684,2,1,-3.3796,0
BXL,337.422,3.5463,5,3,-7.5349,2
BXF,152.12,-1.3177,4,3,-5.243,1
BXD,590.677,3.6736,7,3,-14.553,3
BXC,430.667,6.0502,5,3,-7.2623,1
BXB,324.162,3.8399,4,1,1.2656,3
BXA,138.948,0.0612,2,1,-9.3142,0
BX7,591.472,4.1768,9,4,6.2427,4
BX4,248.305,1.4055,4,2,-0.72263,2
BX3,458.56,4.1485,7,4,3.6162,4
BX2,400.485,2.1541,7,1,3.7911,4
BX1,388.423,1.0495,9,2,2.9265,3
BWP,458.359,3.6657,7,3,2.126,3
BWG,304.322,-1.3797,8,5,-0.19039,2
BWG,306.338,-1.5615,8,6,-1.8232,2
BWD,278.062,-3.8,7,3,-8.846,1
BW2,489.464,-0.8696,13,6,-8.6312,3
BVQ,1305.28,-3.9893,30,11,-29.808,11
BVP,413.116,-3.9715,10,4,-17.591,2
BVL,338.402,4.5649,4,2,-0.26787,2
BVG,98.1046,-0.888,3,2,0.26038,1
BVG,,,,,,
BVF,108.144,0.6767,2,1,-2,1
BVD,333.137,-0.7277,7,3,2.0239,2
BVC,113.184,0.4489,1,1,-0.50004,1
BVB,291.143,3.9004,2,2,-3.4632,2
BVA,238.092,0.7337,6,4,-0.040879,2
BVA,,,,,,
BV7,157.212,-1.4171,3,2,-0.76553,1
BV5,380.386,2.8861,6,2,-5.0597,2
BV4,1794.92,-12.018,47,17,-30.435,8
BV3,1474.49,-13.281,41,17,-15.856,8
BV2,1198.24,-10.119,33,13,-14.299,6
BV1,1133.17,-8.394,30,12,-4.3374,7
BUT,58.1234,1.886,0,0,-2.68,0
BUR,445.44,6.228,6,2,-11.114,3
BUQ,88.1055,-0.0937,2,1,-6.8706,0
BUP,563.035,-10.152,17,7,-36.145,2
BUN,272.255,1.921,5,4,0.13358,2
BUM,144.217,-0.0721,3,2,-15.782,0
BUL,551.545,-9.4484,17,8,-4.2845,2
BUK,684.658,-0.4394,14,10,5.5587,2
BUJ,398.629,0.2396,5,1,-18.793,0
BUI,399.617,-0.5339,6,2,-16.458,0
BUG,131.174,-1.7526,3,2,-28.627,0
BUF,386.53,2.9969,4,2,-0.99834,5
BUD,90.1214,-0.1576,2,2,-2.704,0
BUC,209.333,-0.6707,3,2,-8.9711,0
BUB,101.94,1.8571,2,2,-15.578,0
BUA,88.1055,0.6097,2,1,-3.94,0
BU9,90.1214,-0.1576,2,2,-2.704,0
BU6,358.824,1.2641,6,2,3.0115,3
BU4,90.1214,-0.0625,2,2,-8.6345,0
BU3,90.1214,-0.1576,2,2,-2.704,0
BU2,90.1214,-0.0625,2,2,-8.6345,0
BU1,90.1214,0.0326,2,2,-7.8491,0
BTZ,324.432,0.0531,7,4,3.5679,2
BTY,165.156,-0.4302,6,2,3.5176,2
BTX,559.539,-2.4037,15,6,-42.912,5
BTW,210.296,2.1547,2,1,-4.3223,1
BTU,342.296,-4.6102,11,8,-4.3761,2
BTT,142.11,0.2768,4,4,-2.2721,1
BTS,289.399,1.2898,4,1,-7.4034,2
BTR,283.124,-0.7846,4,3,-12.033,2
BTR,,,,,,
BTQ,244.314,0.605,5,3,-13.535,2
BTP,196.269,1.7483,2,1,-5.9255,1
BTO,277.235,0.9491,8,1,-8.3185,2
BTN,244.314,0.605,5,3,-13.535,2
BTM,192.325,-0.4364,1,0,-9.1571,1
BTL,102.156,-3.8061,2,0,-4.5896,0
BTK,216.28,-1.6354,5,3,-18.447,0
BTJ,990.164,1.7911,18,8,-14.009,4
BTI,228.315,0.7423,4,2,-9.9677,2
BTH,573.672,3.9458,10,4,2.3554,4
BTF,,,,,,
BTF,585.472,0.3303,11,3,-15.507,5
BTE,151.193,1.4989,3,1,0.62847,2
BTD,389.225,0.3606,7,3,1.6116,3
BTC,121.16,-3.0583,3,2,-11.18,0
BTB,209.241,-2.8103,6,5,-6.2112,0
BTA,117.147,-2.0823,3,2,-12.394,0
BT9,281.232,3.5234,3,2,-8.0595,2
BT8,382.462,3.5694,7,0,2.0467,4
BT6,110.18,1.6006,0,0,-4.5631,1
BT5,573.522,-2.7533,16,6,-50.008,5
BT3,543.73,6.0592,6,1,3.9907,6
BT2,526.743,7.0544,4,0,3.9973,6
BT1,541.714,5.719,6,0,4.4573,6
BSZ,222.648,-0.0337,4,1,-1.272,1
BSU,212.251,2.801,3,2,-0.017949,2
BST,440.459,-6.4395,14,8,5.3659,2
BSP,792.022,-0.5148,10,2,-9.6567,4
BSO,260.313,-0.7345,6,3,-8.5294,2
BSM,387.822,2.7063,7,4,5.4798,3
BSM,,,,,,
BSJ,1141.93,-20.265,34,16,-39.14,5
BSI,393.462,2.9549,5,1,1.6332,4
BSH,363.197,2.7153,7,4,-18.596,2
BSG,273.072,0.7848,7,4,-17.646,1
BSF,229.063,1.2997,5,3,-16.407,1
BSE,119.119,-3.6044,4,3,-0.81653,0
BSD,658.817,3.2111,10,4,-1.4443,4
BSC,224.324,-2.1554,5,3,-16.815,0
BSB,290.342,1.2805,5,2,3.39,2
BSA,229.255,-0.7956,5,2,-6.451,1
BS5,571.638,-1.1239,16,7,-16.255,5
BS4,276.315,1.6082,5,2,6.4547,2
BS2,410.579,4.0189,2,1,-2.1538,7
BS1,348.508,1.6098,2,0,0.78423,6
BRZ,314.38,3.8087,4,1,-4.7248,3
BRY,341.163,1.8926,4,2,1.3386,4
BRX,412.033,-0.1628,7,3,-9.2933,1
BRW,356.178,2.514,5,3,0.7625,4
BRV,417.835,2.1281,5,3,-3.3311,1
BRU,387.078,-4.3846,10,4,-24.642,2
BRT,201.023,0.4712,3,1,-2.4697,1
BRS,322.703,2.3638,7,1,-6.334,2
BRR,189.21,0.0186,5,2,-4.5187,0
BRQ,348.808,2.4306,4,3,0.20185,3
BRP,136.976,0.912,1,1,-8.6856,0
BRN,281.322,2.7742,7,5,-4.2209,2
BRM,138.948,0.0612,2,1,-9.3142,0
BRL,357.433,2.1619,6,1,7.5038,3
BRK,355.417,2.1275,6,2,2.3918,3
BRJ,124.965,0.4108,1,1,-7.8856,0
BRI,162.184,-0.4141,4,2,2.9667,1
BRH,251.036,-2.2575,6,3,-14.445,1
BRG,230.025,-0.331,6,3,1.0573,2
BRG,,,,,,
BRF,375.373,5.4156,3,1,-2.9264,4
BRE,357.383,5.3148,3,1,-2.9264,4
BRD,242.23,-1.9025,7,4,0.32979,2
BRC,279.217,4.6052,2,1,-33.255,0
BRB,187.036,1.7875,1,1,-4.0356,1
BRA,593.773,5.2045,9,3,4.3084,6
BR8,128.087,-1.3399,5,2,-0.9435,1
BR7,258.202,2.6891,1,1,-7.1128,4
BR6,302.174,2.4469,3,2,-1.8499,2
BR5,137.094,-2.5202,3,0,-15.691,0
BR4,395.541,5.6629,4,2,-6.3149,2
BR3,225.203,-0.5089,3,0,-13.746,2
BR2,459.432,2.0712,9,2,-3.9173,4
BR1,429.356,5.0302,4,1,-10.292,3
BR0,304.257,0.0107,8,3,-4.9398,3
BQR,352.393,1.6985,7,2,2.2969,3
BQN,568.537,5.528,5,0,-5.3156,4
BQM,476.44,4.5035,4,1,-5.3299,3
BQ7,201.171,-1.3429,3,2,-19.652,1
BQ1,555.514,7.1699,4,1,2.3492,5
BPZ,268.355,4.0925,2,2,-5.6608,3
BPY,186.209,2.6274,2,2,-2.12,2
BPX,269.252,0.0449,7,3,-6.1601,1
BPV,166.958,-0.5374,3,1,-15.296,0
BPU,263.094,1.7441,3,1,1.2823,3
BPT,617.343,0.1824,6,6,-0.94636,0
BPT,,,,,,
BPS,218.275,1.277,2,1,-1.9965,2
BPR,212.056,0.7334,5,3,-8.5023,2
BPQ,279.299,-0.0275,8,4,-45.457,2
BPQ,,,,,,
BPP,361.468,2.0258,5,2,5.1947,4
BPO,468.555,2.3913,7,3,6.6177,4
BPN,153.137,0.1407,4,1,-7.4305,1
BPM,360.194,-3.7059,8,4,-20.956,2
BPL,324.382,5.3167,3,2,1.6375,5
BPK,295.337,3.0777,4,1,-3.3535,3
BPJ,280.322,2.775,3,3,-0.22966,4
BPI,280.322,2.775,3,3,-0.22966,4
BPH,,,,,,
BPG,299.333,1.1328,7,3,-1.9899,3
BPF,362.475,3.0869,5,4,0.25014,3
BPE,164.272,-1.1386,3,3,-4.5188,0
BPD,415.322,4.2628,6,2,-7.3195,4
BPC,304.344,3.4162,3,3,-0.22966,5
BPB,,,,,,
BPA,304.344,3.4162,3,3,-0.22966,5
BP9,256.357,1.1012,6,2,-3.0813,2
BP8,270.384,1.5556,6,2,-3.0813,2
BP7,186.209,2.6274,2,2,-2.12,2
BP6,255.1,3.8394,2,2,-1.9236,2
BP5,243.265,-1.7098,5,2,-11.045,2
BP4,212.247,2.802,2,1,-1.7208,2
BP3,220.654,3.2334,2,2,-1.9236,2
BP2,311.186,-7.4087,7,0,-38.644,3
BP1,199.011,0.8015,4,1,-1.69,2
BP1,,,,,,
BP0,288.423,0.8386,6,2,1.8961,2
BP,304.344,3.4162,3,3,-0.22966,5
BOZ,,,,,,
BOZ,415.775,-1.5643,9,6,1.1258,5
BOX,122.123,1.1447,2,1,-1.8442,1
BOW,209.309,2.1554,4,1,-20.807,0
BOU,442.491,0.2163,8,4,2.7233,3
BOT,135.19,1.614,1,0,-0.48261,2
BOS,308.381,1.5121,5,2,1.5433,2
BOR,174.011,-1.0131,6,6,-9.9495,0
BOP,,,,,,
BOP,187.036,2.3148,1,0,-3.8746,1
BON,298.17,0.5376,6,2,-18.053,2
BOM,238.413,5.9077,1,1,-26.359,0
BOL,323.128,3.2442,2,1,1.399,2
BOG,292.37,0.9398,6,4,-24.937,1
BOE,472.385,-3.5933,12,4,-25.425,3
BOC,118.131,1.0503,3,1,-22.334,0
BOB,465.566,-3.0014,11,7,-27.443,0
BOA,,,,,,
BOA,215.01,0.9519,5,2,-1.8667,2
BO9,580.441,2.3602,14,7,-106.67,1
BO8,263.077,-1.7266,8,6,-24.357,0
BO7,182.174,1.0047,4,1,-1.597,1
BO5,365.856,4.2525,5,2,-7.2535,1
BO2,384.242,1.9321,8,4,-6.7443,2
BO1,334.348,-2.1944,9,6,0.18177,2
BNZ,78.1136,1.6596,0,0,-2.3575,1
BNX,260.134,-5.8646,9,6,-20.67,1
BNU,380.241,-1.0254,6,2,1.7734,3
BNT,321.995,2.7381,2,0,-7.9858,1
BNS,158.177,-0.5697,3,1,-7.3568,1
BNR,1159.2,1.6182,22,10,4.4575,11
BNP,481.634,6.3872,4,1,-2.2575,5
BNO,130.982,1.3791,3,3,-18.565,0
BNN,249.269,-0.1435,6,4,-13.338,1
BNM,407.514,2.3735,7,3,0.019256,4
BNL,154.211,3.3188,0,0,-2.1841,2
BNK,358.869,2.9577,5,2,0.54171,3
BNJ,324.424,2.3517,5,2,-3.0907,3
BNI,364.425,1.3458,8,3,-16.473,3
BNH,697.827,1.0685,14,6,-22.811,4
BNG,306.397,1.3942,6,4,-24.937,1
BNF,135.165,0.7019,2,1,-0.075664,1
BNE,471.603,2.9661,7,1,0.71545,4
BND,426.42,-2.023,11,6,-2.0667,2
BNA,340.421,5.6462,2,1,-1.6611,4
BN6,700.831,0.45,15,7,-18.463,4
BN5,439.294,4.5719,7,3,-5.7684,2
BN4,439.294,4.4614,7,3,-2.3258,2
BN3,445.685,4.3796,7,3,-2.3377,2
BN2,487.766,5.7428,7,3,-12.235,2
BN1,254.205,-3.129,10,3,-12.16,2
BMZ,253.284,1.8272,5,4,-0.40362,3
BMZ,,,,,,
BMX,301.187,-5.8542,10,6,-20.275,1
BMW,414.468,3.3407,8,2,1.9665,6
BMW,,,,,,
BMV,489.623,3.0319,7,1,1.5725,5
BMV,,,,,,
BMU,306.796,3.4566,5,2,0.27174,2
BMT,201.265,-1.0876,4,3,0.72383,0
BMS,450.536,5.1598,5,2,-1.4642,5
BMR,514.252,-6.4267,13,5,-30.603,3
BMQ,340.18,-6.0857,12,5,-21.101,2
BMP,340.18,-5.5969,12,6,-19.532,2
BMO,485.633,6.0565,5,3,0.25629,6
BMN,354.294,-1.5113,7,3,-20.807,3
BMM,94.9388,0.8405,0,0,-2.3575,0
BML,173.009,2.0391,1,1,-4.0621,1
BMI,,,,,,
BMI,397.441,0.2713,8,3,4.7082,5
BMH,370.429,-6.4515,9,4,3.7067,3
BMG,352.414,-5.9561,8,2,1.5244,3
BMF,404.45,0.8614,10,2,-9.912,3
BME,78.1346,-0.0167,1,1,-6.3477,0
BMD,87.1215,0.2119,2,1,-2.9561,0
BMC,246.221,1.1226,6,1,4.525,3
BMB,609.812,3.6067,8,4,6.3742,5
BMA,180.155,-2.6208,6,5,-3.7768,1
BM9,530.648,0.2863,11,5,7.7113,4
BM7,221.208,-2.6104,7,5,-3.6518,1
BM6,379.474,2.7193,4,0,-10.241,4
BM5,325.387,2.7901,4,0,1.1258,4
BM4,562.88,8.9452,4,2,-2.0314,4
BM3,221.208,-2.6104,7,5,-3.6518,1
BM2,504.61,-0.0674,11,6,7.7569,3
BM1,281.378,3.6577,2,0,3.9468,4
BM0,139.221,-2.8062,2,0,-0.43057,1
BLZ,457.937,4.1274,7,1,3.7489,4
BLY,147.005,-3.1162,4,4,-19.643,0
BLV,582.655,3.8159,10,5,0.10199,4
BLT,381.259,-10.063,9,5,-0.91028,1
BLS,422.444,-5.3862,13,6,1.6966,2
BLR,584.671,3.7687,10,6,0.27029,4
BLQ,357.321,1.5195,9,4,3.8662,2
BLP,469.346,-5.0925,14,6,-20.464,2
BLO,423.429,-4.9294,13,6,4.4921,2
BLN,402.493,1.1197,8,2,1.7066,2
BLM,1416.58,-9.9559,38,20,6.5345,6
BLM,,,,,,
BLL,648.797,4.8394,8,6,1.4206,6
BLK,575.514,-4.5531,17,6,-102.61,3
BLI,492.599,0.7626,11,3,1.4092,4
BLG,552.553,-7.6461,17,8,-5.6442,2
BLF,,,,,,
BLF,574.51,5.2235,7,2,5.1722,6
BLE,130.982,1.143,3,3,-15.264,0
BLD,480.683,3.2214,6,4,-0.87999,4
BLB,,,,,,
BLB,1426.53,-10.795,41,23,4.2583,6
BLA,582.655,3.687,10,5,0.24821,4
BL8,584.671,3.6206,10,5,0.70014,4
BL7,278.31,1.6941,4,1,4.0318,4
BL6,292.337,2.038,4,1,3.9866,4
BL5,694.962,3.2366,12,8,-2.0646,2
BL4,292.337,2.038,4,1,3.9866,4
BL3,582.655,3.687,10,5,-0.61963,4
BL2,231.291,1.6204,5,2,-96.898,0
BL1,365.84,1.9173,6,2,5.9392,3
BL0,222.292,-0.6032,6,1,1.5119,1
BKV,366.217,3.4817,4,1,2.4108,4
BKS,321.766,3.3625,4,1,4.2354,4
BKI,366.217,3.4817,4,1,2.4108,4
BKE,317.347,2.6865,5,1,4.1767,4
BKA,144.169,0.9199,3,1,-12.138,0
BK9,174.202,2.101,3,0,-3.4804,2
BK8,,,,,,
BK8,401.512,3.1825,6,3,3.8189,5
BK7,402.5,3.0061,7,2,1.9093,5
BK6,388.474,2.5998,7,2,3.3982,5
BK5,347.421,3.4569,6,1,0.88441,4
BK4,333.394,3.0506,6,1,2.3551,4
BK3,372.475,2.7895,6,2,3.4499,5
BK2,317.395,3.244,5,1,1.4959,4
BK1,317.395,3.2403,5,1,2.5331,4
BJZ,536.374,3.967,9,1,0.073584,5
BJP,327.143,2.793,6,4,-9.325,2
BJM,315.415,0.3497,5,2,-2.4644,7
BJI,251.045,1.3511,6,4,-11.098,1
BJH,267.044,1.0054,7,5,-11.098,1
BJG,516.047,4.2586,8,2,8.7043,5
BJC,561.808,5.1404,6,3,2.456,4
BJA,556.69,-0.4012,12,7,3.3693,3
BJ4,266.299,2.4814,4,1,1.5464,3
BJ1,364.391,-6.3826,10,6,-5.07,1
BIZ,,,,,,
BIZ,746.826,7.4896,13,8,5.2272,10
BIY,217.244,-0.4717,5,3,4.6236,1
BIX,311.226,-4.6338,9,5,-28.352,0
BIW,478.543,3.6645,8,2,-1.2132,5
BIV,502.777,7.141,4,4,-5.1393,3
BIU,210.07,-1.5037,3,2,-19.922,0
BIT,292.337,2.038,4,1,3.9866,4
BIS,633.277,-6.4704,17,7,-47.385,3
BIR,418.428,-1.1938,7,4,-18.085,2
BIQ,660.682,0.9441,15,5,-13.303,3
BIP,290.095,2.4282,2,1,-2.9047,1
BIO,237.218,-2.2843,8,4,0.99021,2
BIN,406.841,-0.643,7,2,-3.9452,2
BIM,543.669,4.2498,7,1,3.03,6
BIL,145.201,-1.4096,3,2,-1.3948,0
BIK,204.181,1.6477,4,3,-1.8442,2
BIJ,493.997,1.5086,9,1,8.8441,5
BII,546.094,2.6072,10,3,6.2602,4
BIH,288.3,-1.6046,6,2,-3.0093,2
BIG,335.475,1.3185,6,3,1.6672,3
BIG,,,,,,
BIF,241.289,0.11,3,2,-11.045,2
BIE,259.216,1.1766,6,2,-6.2807,2
BID,704.986,5.721,10,4,-0.45291,3
BIC,273.335,-1.3911,5,1,-0.08695,3
BIB,102.113,-4.7537,3,1,-1.7109,0
BIA,439.389,1.1611,8,2,-4.9429,3
BI9,468.944,3.5219,9,3,3.0041,4
BI8,398.465,1.2354,6,2,4.0588,5
BI7,464.008,1.3166,7,0,6.2456,5
BI6,486.614,3.3898,7,2,1.1354,3
BI5,304.348,2.9652,4,1,1.2342,3
BI4,438.529,2.43,6,2,7.1448,6
